Order ID,Customer Name,Gender,Product Details (Brand),Phone Number,Age,City,Address,Product Price (Taka),Delivery Charge(Taka),Total Bill (Taka),Phone Number,Customer Value,City Code,Product Code,Value Count,,LOOKUP TABLE   ,LOOKUPVALUE,,Product,Product Code
2210,Faiza Karim,Female,Ethnic,016-701-10201,28,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",6500,70,6570,016-701-10201,High,1,7,1,,,,,,
2211,Anisha Karim,Female,Maria B.,016-512-98015,50,Tangail,"Apartment #5, Block #K, Bhuapur, Tangail",7500,120,7620,016-512-98015,Low,12,8,0,,,,,,
2212,Sharmin Biswas,Female,Maria B.,018-104-76009,30,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",7500,120,7620,018-104-76009,Low,3,8,0,,,,,,
2213,Sharmin Fairooz,Female,Baroque,013-363-45601,36,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",7560,70,7630,013-363-45601,Low,1,5,0,,,,,,
2214,Tashfia Akhtar,Female,Faraz Manan,013-783-15207,22,Kushtia,"Flat #2, Building #9, Daulatpur, Kushtia",9000,120,9120,013-783-15207,Low,16,9,0,,,,,,
2215,Fabliha Ahmed,Female,Khaadi,015-272-76404,32,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",5990,70,6060,015-272-76404,High,1,2,1,,,,,,
2216,Labony Jahan,Female,Ethnic,013-552-10019,24,Narsingdi,"Flat #8, Building #16, Raipura, Narsingdi",6500,120,6620,013-552-10019,Low,15,7,0,,,,,,
2217,Faiza Islam,Female,Maria B.,019-665-48019,26,Narsingdi,"Apartment #12, Block #O, Belabo, Narsingdi",7500,120,7620,019-665-48019,Low,15,8,0,,,,,,
2218,Abdullah Zaman,Male,Sana Safinaz,016-287-82309,38,Narsingdi,"Flat #8, Building #16, Raipura, Narsingdi",10590,120,10710,016-287-82309,Low,15,6,0,,,,,,
2219,Farhana Karim,Female,Faraz Manan,017-709-33092,46,Jamalpur,"Flat #1, Building #10, Sarishabari, Jamalpur",9000,120,9120,017-709-33092,High,20,9,1,,,,,,
2220,Maria Islam,Female,Ethnic,017-289-70091,26,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",6500,70,6570,017-289-70091,High,1,7,1,,,,,,
2221,Tashfia Ali,Female,Ethnic,019-579-11409,40,Dinajpur,"Plot #9, Phulbari, Dinajpur",6500,120,6620,019-579-11409,Low,18,7,0,,,,,,
2222,Nazia Hossain,Female,Mushq,017-139-38040,28,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",6890,120,7010,017-139-38040,Low,3,4,0,,,,,,
2223,Nafisa Ali,Female,Maria B.,013-987-68006,33,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",7500,120,7620,013-987-68006,Low,3,8,0,,,,,,
2224,Lamisa Noor,Female,Mushq,017-814-82503,47,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",6890,70,6960,017-814-82503,Low,1,4,0,,,,,,
2225,Saima Mahi,Female,Ethnic,015-335-90605,32,Gazipur,"Flat #11, Building #16, Kaliakair, Gazipur",6500,120,6620,015-335-90605,Low,2,7,0,,,,,,
2226,Maria Tabassum,Female,Khaadi,013-447-62707,30,Rangpur,"Apartment #7, Block #G, Pirgacha, Rangpur",5990,120,6110,013-447-62707,Low,9,2,0,,,,,,
2227,Nusrat Haque,Female,Khaadi,019-192-43980,37,Kushtia,"House #14, Road #8, Bheramara, Kushtia",5990,120,6110,019-192-43980,Low,16,2,0,,,,,,
2228,Nusrat Akhtar,Female,Mushq,018-516-71506,50,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",6890,70,6960,018-516-71506,Low,1,4,0,,,,,,
2229,Rabeya Ali,Female,Baroque,015-679-74508,39,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",7560,70,7630,015-679-74508,Low,1,5,0,,,,,,
2230,Raisa Mahi,Female,Sapphire,016-742-35084,33,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",7180,120,7300,016-742-35084,Low,3,3,0,,,,,,
2231,Nusrat Ferdous,Female,Khaadi,018-738-69002,45,Narsingdi,"Plot #13, Monohardi, Narsingdi",5990,120,6110,018-738-69002,Low,15,2,0,,,,,,
2232,Rabeya Islam,Female,Faraz Manan,015-351-10150,27,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",9000,70,9070,015-351-10150,Low,1,9,0,,,,,,
2233,Sujana Ahmed,Female,Mushq,018-875-32600,43,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",6890,70,6960,018-875-32600,High,1,4,1,,,,,,
2234,Farhana Rowshan,Female,Faraz Manan,018-165-29600,36,Rajshahi,"Plot #13, Chouhatta, Boalia, Rajshahi",9000,120,9120,018-165-29600,Low,7,9,0,,,,,,
2235,Samin Hasan,Male,Mushq,019-454-70403,36,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",6890,70,6960,019-454-70403,High,1,4,1,,,,,,
2236,Wamia Rowshan,Female,Maria B.,018-876-82907,37,Gazipur,"House #8, Lane #10, Joydebpur, Gazipur",7500,120,7620,018-876-82907,Low,2,8,0,,,,,,
2237,Ratul Haque,Male,Sapphire,013-781-81409,31,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",7180,70,7250,013-781-81409,Low,1,3,0,,,,,,
2238,Jamil Morshed,Male,Mushq,016-647-20106,26,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",6890,70,6960,016-647-20106,Low,1,4,0,,,,,,
2239,Farhana Nur,Female,Mushq,013-580-10669,25,Bogura,"House #9, Lane #10, Bogura Sadar, Bogura",6890,120,7010,013-580-10669,Low,17,4,0,,,,,,
2240,Urmi Chowdhury,Female,Amir Adnan,018-515-62260,40,Narsingdi,"House #5, Lane #9, Narsingdi Sadar, Narsingdi",9550,120,9670,018-515-62260,Low,15,10,0,,,,,,
2241,Ayesha Sobhan,Female,Sana Safinaz,019-643-68206,35,Rajshahi,"Apartment #3, Block #B, Seroil, Rajshahi",10590,120,10710,019-643-68206,High,7,6,1,,,,,,
2242,Farinaj Nur,Female,Amir Adnan,019-757-49110,30,Faridpur,"House #10, Lane #7, Faridpur Sadar, Faridpur",9550,120,9670,019-757-49110,High,19,10,1,,,,,,
2243,Tashpia Fairooz,Female,Sapphire,019-442-31509,23,Narsingdi,"House #19, Road #4, Shibpur, Narsingdi",7180,120,7300,019-442-31509,High,15,3,1,,,,,,
2244,Nafisa Hossain,Female,Sapphire,019-873-99704,42,Gazipur,"House #12, Road #2, Gazipur Sadar, Gazipur",7180,120,7300,019-873-99704,Low,2,3,0,,,,,,
2245,Saima Karim,Female,Sana Safinaz,016-220-81902,45,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",10590,70,10660,016-220-81902,Low,1,6,0,,,,,,
2246,Arabi Karim,Female,Celina,013-587-85508,27,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",5599,120,5719,013-587-85508,High,3,1,1,,,,,,
2247,Farhana Biswas,Female,Sapphire,017-799-71570,31,Dinajpur,"Flat #3, Building #14, Chirirbandar, Dinajpur",7180,120,7300,017-799-71570,Low,18,3,0,,,,,,
2248,Farinaj Khan,Female,Mushq,016-267-77070,26,Cox's Bazar,"Flat #11, Building #15, Teknaf, Coxs Bazar",6890,120,7010,016-267-77070,Low,5,4,0,,,,,,
2249,Irina Akhtar,Female,Sana Safinaz,013-857-86021,36,Jessore,"Plot #8, Manirampur, Jessore",10590,120,10710,013-857-86021,Low,14,6,0,,,,,,
2250,Miniba Ferdous,Female,Khaadi,019-436-78360,46,Narayanganj,"Flat #7, Building #12, Sonargaon, Narayanganj",5990,120,6110,019-436-78360,High,11,2,1,,,,,,
2251,Sabina Nur,Female,Maria B.,016-305-44002,37,Narayanganj,"Flat #7, Building #12, Sonargaon, Narayanganj",7500,120,7620,016-305-44002,Low,11,8,0,,,,,,
2252,Maria Mahi,Female,Faraz Manan,017-187-88200,42,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",9000,70,9070,017-187-88200,Low,1,9,0,,,,,,
2253,Ilma Noor,Female,Ethnic,016-203-29204,32,Mymensingh,"House #10, Lane #6, Mymensingh Sadar, Mymensingh",6500,120,6620,016-203-29204,High,13,7,1,,,,,,
2254,Lamisa Sabrin,Female,Faraz Manan,018-126-42006,27,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",9000,70,9070,018-126-42006,Low,1,9,0,,,,,,
2255,Faiza Sobhan,Female,Faraz Manan,018-736-73706,50,Tangail,"Flat #3, Building #14, Kalihati, Tangail",9000,120,9120,018-736-73706,High,12,9,1,,,,,,
2256,Rohhan Yasir,Male,Celina,013-703-17809,34,Jessore,"Flat #1, Building #10, Abhaynagar, Jessore",5599,120,5719,013-703-17809,High,14,1,1,,,,,,
2257,Sumaiya Ferdous,Female,Sapphire,019-836-81072,28,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",7180,70,7250,019-836-81072,Low,1,3,0,,,,,,
2258,Rahim Miah,Male,Mushq,018-920-75024,35,Jamalpur,"Plot #8, Islampur, Jamalpur",6890,120,7010,018-920-75024,Low,20,4,0,,,,,,
2259,Faiza Noor,Female,Faraz Manan,015-947-45040,35,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",9000,70,9070,015-947-45040,Low,1,9,0,,,,,,
2260,Shafi Chowdhury,Male,Khaadi,015-555-84076,26,Gazipur,"Flat #11, Building #16, Kaliakair, Gazipur",5990,120,6110,015-555-84076,High,2,2,1,,,,,,
2261,Raisa Sabah,Female,Sapphire,015-708-85600,24,Gazipur,"Flat #11, Building #16, Kaliakair, Gazipur",7180,120,7300,015-708-85600,Low,2,3,0,,,,,,
2262,Nusrat Ahmed,Female,Khaadi,016-981-85017,29,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",5990,70,6060,016-981-85017,Low,1,2,0,,,,,,
2263,Rahim Miah,Male,Faraz Manan,019-424-82036,32,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",9000,120,9120,019-424-82036,Low,3,9,0,,,,,,
2264,Himeka Ahmed,Female,Maria B.,019-780-94300,30,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",7500,120,7620,019-780-94300,High,3,8,1,,,,,,
2265,Parthib Khan,Male,Khaadi,017-111-83092,26,Narsingdi,"House #19, Road #4, Shibpur, Narsingdi",5990,120,6110,017-111-83092,Low,15,2,0,,,,,,
2266,Labiba Tahsin,Female,Khaadi,019-415-59404,47,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",5990,70,6060,019-415-59404,Low,1,2,0,,,,,,
2267,Irina Das,Female,Celina,013-153-49083,43,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",5599,120,5719,013-153-49083,Low,3,1,0,,,,,,
2268,Labiba Sabah,Female,Khaadi,016-180-24303,46,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",5990,70,6060,016-180-24303,Low,1,2,0,,,,,,
2269,Sharmin Khan,Female,Sapphire,018-446-45907,35,Khulna,"Plot #7, DA Khan Road, Khulna",7180,120,7300,018-446-45907,Low,6,3,0,,,,,,
2270,Urmi Karim,Female,Faraz Manan,013-302-52014,50,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",9000,70,9070,013-302-52014,Low,1,9,0,,,,,,
2271,Maria Das,Female,Khaadi,018-710-63009,30,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",5990,70,6060,018-710-63009,High,1,2,1,,,,,,
2272,Rabeya Jahan,Female,Faraz Manan,019-332-62035,33,Barisal,"Plot #14, Dapdapia, Bakerganj, Barisal",9000,120,9120,019-332-62035,Low,8,9,0,,,,,,
2273,Tahmina Ferdous,Female,Khaadi,015-103-39110,28,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",5990,70,6060,015-103-39110,High,1,2,1,,,,,,
2274,Nafisa Karim,Female,Sana Safinaz,019-342-17601,39,Kushtia,"House #7, Lane #11, Kushtia Sadar, Kushtia",10590,120,10710,019-342-17601,Low,16,6,0,,,,,,
2275,Fahim Chowdhury,Male,Celina,013-458-66304,49,Gazipur,"Plot #4, Sreepur, Gazipur",5599,120,5719,013-458-66304,High,2,1,1,,,,,,
2276,Mahbuba Ahmed,Female,Sapphire,017-306-86508,35,Dinajpur,"Flat #3, Building #14, Chirirbandar, Dinajpur",7180,120,7300,017-306-86508,Low,18,3,0,,,,,,
2277,Sharmin Haque,Female,Celina,017-134-31509,42,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",5599,70,5669,017-134-31509,Low,1,1,0,,,,,,
2278,Sabina Chowdhury,Female,Amir Adnan,013-946-38602,40,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",9550,70,9620,013-946-38602,Low,1,10,0,,,,,,
2279,Sabina Tabassum,Female,Sapphire,015-874-11000,26,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",7180,120,7300,015-874-11000,High,3,3,1,,,,,,
2280,Jannatul Chowdhury,Female,Maria B.,018-316-39909,25,Dinajpur,"House #16, Road #6, Khansama, Dinajpur",7500,120,7620,018-316-39909,Low,18,8,0,,,,,,
2281,Jannatul Sultana,Female,Sapphire,013-704-35027,45,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",7180,70,7250,013-704-35027,Low,1,3,0,,,,,,
2282,Nusrat Khan,Female,Sana Safinaz,019-433-25140,25,Narayanganj,"Apartment #10, Block #I, Narayanganj Sadar, Narayanganj",10590,120,10710,019-433-25140,Low,11,6,0,,,,,,
2283,Fabliha Khan,Female,Amir Adnan,013-591-58041,29,Kushtia,"Flat #2, Building #9, Daulatpur, Kushtia",9550,120,9670,013-591-58041,High,16,10,1,,,,,,
2284,Jannatul Haque,Female,Maria B.,016-132-30400,35,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",7500,70,7570,016-132-30400,High,1,8,1,,,,,,
2285,Farhan Zaman,Male,Sapphire,019-583-81500,32,Barisal,"House #10, Lane #3, Natullabad, Barisal",7180,120,7300,019-583-81500,Low,8,3,0,,,,,,
2286,Nafisa Nur,Female,Sapphire,015-780-87702,33,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",7180,70,7250,015-780-87702,Low,1,3,0,,,,,,
2287,Lamisa Haque,Female,Maria B.,013-172-56100,46,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",7500,120,7620,013-172-56100,Low,3,8,0,,,,,,
2288,Rabeya Jahan,Female,Amir Adnan,017-812-57021,36,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",9550,120,9670,017-812-57021,Low,3,10,0,,,,,,
2289,Nowshin Fairooz,Female,Mushq,016-389-15041,39,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",6890,70,6960,016-389-15041,High,1,4,1,,,,,,
2290,Miniba Fairooz,Female,Celina,017-306-33009,25,Faridpur,"Flat #2, Building #13, Nagarkanda, Faridpur",5599,120,5719,017-306-33009,Low,19,1,0,,,,,,
2291,Ayesha Islam,Female,Amir Adnan,013-117-49709,44,Comilla,"Apartment #11, Block #H, Chandina, Comilla",9550,120,9670,013-117-49709,Low,10,10,0,,,,,,
2292,Saima Ferdous,Female,Baroque,017-222-86608,26,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",7560,120,7680,017-222-86608,High,3,5,1,,,,,,
2293,Farhana Nur,Female,Baroque,013-900-80302,40,Kushtia,"House #7, Lane #11, Kushtia Sadar, Kushtia",7560,120,7680,013-900-80302,Low,16,5,0,,,,,,
2294,Sabina Tasnim,Female,Sana Safinaz,015-368-32038,44,Sylhet,"House #2, Lane #8, Amberkhana, Sylhet",10590,120,10710,015-368-32038,Low,4,6,0,,,,,,
2295,Sabina Chowdhury,Female,Amir Adnan,013-570-24085,29,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",9550,120,9670,013-570-24085,High,3,10,1,,,,,,
2296,Himeka Fairooz,Female,Sapphire,017-866-75094,50,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",7180,120,7300,017-866-75094,High,3,3,1,,,,,,
2297,Raisa Jahan,Female,Celina,015-592-16507,35,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",5599,70,5669,015-592-16507,Low,1,1,0,,,,,,
2298,Nusrat Tasneem,Female,Sana Safinaz,015-770-19803,32,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",10590,120,10710,015-770-19803,Low,3,6,0,,,,,,
2299,Tahmina Ferdous,Female,Sapphire,016-820-42047,31,Mymensingh,"Flat #4, Building #13, Gafargaon, Mymensingh",7180,120,7300,016-820-42047,High,13,3,1,,,,,,
2300,Wamia Ferdous,Female,Baroque,017-367-61999,50,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",7560,70,7630,017-367-61999,Low,1,5,0,,,,,,
2301,Nazia Fairooz,Female,Celina,018-670-61408,33,Bogura,"House #9, Lane #10, Bogura Sadar, Bogura",5599,120,5719,018-670-61408,Low,17,1,0,,,,,,
2302,Lamisa Hossain,Female,Mushq,018-953-78097,31,Faridpur,"House #10, Lane #7, Faridpur Sadar, Faridpur",6890,120,7010,018-953-78097,Low,19,4,0,,,,,,
2303,Abonty Tahsin,Female,Sana Safinaz,018-300-42105,32,Gazipur,"Plot #4, Sreepur, Gazipur",10590,120,10710,018-300-42105,Low,2,6,0,,,,,,
2304,Sabina Ali,Female,Khaadi,015-418-32201,23,Sylhet,"Plot #10, Shahjalal Uposhohor, Sylhet",5990,120,6110,015-418-32201,High,4,2,1,,,,,,
2305,Farinaj Jahan,Female,Maria B.,019-613-59604,33,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",7500,70,7570,019-613-59604,Low,1,8,0,,,,,,
2306,Sadman Miah,Male,Baroque,017-233-87809,47,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",7560,120,7680,017-233-87809,Low,3,5,0,,,,,,
2307,Ilma Khan,Female,Celina,018-412-87003,32,Kushtia,"House #7, Lane #11, Kushtia Sadar, Kushtia",5599,120,5719,018-412-87003,Low,16,1,0,,,,,,
2308,Jannatul Hossain,Female,Sana Safinaz,016-736-13510,34,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",10590,70,10660,016-736-13510,Low,1,6,0,,,,,,
2309,Fabliha Biswas,Female,Sana Safinaz,019-858-63309,24,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",10590,70,10660,019-858-63309,High,1,6,1,,,,,,
2310,Faiza Islam,Female,Faraz Manan,017-795-74504,25,Faridpur,"Apartment #9, Block #S, Boalmari, Faridpur",9000,120,9120,017-795-74504,High,19,9,1,,,,,,
2311,Labony Das,Female,Sapphire,018-268-19730,26,Sylhet,"Flat #4, Building #11, Lamabazar, Sylhet",7180,120,7300,018-268-19730,High,4,3,1,,,,,,
2312,Nusrat Islam,Female,Sana Safinaz,016-531-59049,45,Barisal,"Plot #14, Dapdapia, Bakerganj, Barisal",10590,120,10710,016-531-59049,Low,8,6,0,,,,,,
2313,Sobhan Alam,Male,Maria B.,019-850-30656,38,Narsingdi,"House #5, Lane #9, Narsingdi Sadar, Narsingdi",7500,120,7620,019-850-30656,High,15,8,1,,,,,,
2314,Raisa Ahmed,Female,Celina,013-831-50201,35,Faridpur,"House #19, Road #3, Sadarpur, Faridpur",5599,120,5719,013-831-50201,Low,19,1,0,,,,,,
2315,Nafisa Islam,Female,Ethnic,015-231-48106,40,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",6500,120,6620,015-231-48106,Low,3,7,0,,,,,,
2316,Mahbuba Ahmed,Female,Khaadi,015-512-25093,37,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",5990,70,6060,015-512-25093,Low,1,2,0,,,,,,
2317,Saima Karim,Female,Sana Safinaz,016-649-99062,41,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",10590,70,10660,016-649-99062,Low,1,6,0,,,,,,
2318,Maria Tasnim,Female,Faraz Manan,019-689-66067,30,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",9000,120,9120,019-689-66067,High,3,9,1,,,,,,
2319,Farhana Das,Female,Faraz Manan,018-635-31008,46,Cox's Bazar,"Plot #14, Ukhia, Coxs Bazar",9000,120,9120,018-635-31008,High,5,9,1,,,,,,
2320,Fabliha Mahi,Female,Baroque,018-644-82806,31,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",7560,120,7680,018-644-82806,High,3,5,1,,,,,,
2321,Anisha Rowshan,Female,Sana Safinaz,019-782-35306,50,Kushtia,"Flat #2, Building #9, Daulatpur, Kushtia",10590,120,10710,019-782-35306,Low,16,6,0,,,,,,
2322,Alishba Noor,Female,Faraz Manan,018-633-61017,46,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",9000,120,9120,018-633-61017,High,3,9,1,,,,,,
2323,Lamia Jahan,Female,Mushq,015-691-63404,33,Barisal,"Apartment #8, Block #A, Kuakata, Barisal",6890,120,7010,015-691-63404,High,8,4,1,,,,,,
2324,Raisa Das,Female,Baroque,015-981-99955,31,Mymensingh,"Flat #4, Building #13, Gafargaon, Mymensingh",7560,120,7680,015-981-99955,Low,13,5,0,,,,,,
2325,Himeka Ahmed,Female,Khaadi,018-259-51108,48,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",5990,70,6060,018-259-51108,Low,1,2,0,,,,,,
2326,Ayesha Nawar,Female,Ethnic,017-973-83065,28,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",6500,120,6620,017-973-83065,Low,3,7,0,,,,,,
2327,Maria Islam,Female,Mushq,019-891-48601,27,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",6890,120,7010,019-891-48601,Low,3,4,0,,,,,,
2328,Fabliha Sultana,Female,Sapphire,019-463-41707,29,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",7180,70,7250,019-463-41707,Low,1,3,0,,,,,,
2329,Nowshin Ahmed,Female,Faraz Manan,015-948-59509,45,Gazipur,"Plot #4, Sreepur, Gazipur",9000,120,9120,015-948-59509,Low,2,9,0,,,,,,
2330,Nafisa Rahman,Female,Sana Safinaz,015-986-80110,22,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",10590,70,10660,015-986-80110,High,1,6,1,,,,,,
2331,Nusrat Nur,Female,Khaadi,019-860-96706,30,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",5990,70,6060,019-860-96706,High,1,2,1,,,,,,
2332,Saima Ferdous,Female,Khaadi,016-316-42605,39,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",5990,70,6060,016-316-42605,Low,1,2,0,,,,,,
2333,Nusrat Tahsin,Female,Ethnic,019-552-42207,43,Jamalpur,"House #4, Lane #12, Jamalpur Sadar, Jamalpur",6500,120,6620,019-552-42207,Low,20,7,0,,,,,,
2334,Irina Hossain,Female,Baroque,013-255-70519,31,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",7560,120,7680,013-255-70519,Low,3,5,0,,,,,,
2335,Sabina Fairooz,Female,Baroque,016-707-26066,24,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",7560,70,7630,016-707-26066,Low,1,5,0,,,,,,
2336,Sharmin Ali,Female,Celina,016-433-28092,38,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",5599,120,5719,016-433-28092,Low,3,1,0,,,,,,
2337,Sharmin Islam,Female,Mushq,018-578-94098,49,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",6890,70,6960,018-578-94098,Low,1,4,0,,,,,,
2338,Sabina Tabassum,Female,Sana Safinaz,019-823-58504,30,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",10590,70,10660,019-823-58504,Low,1,6,0,,,,,,
2339,Faiza Ali,Female,Ethnic,017-538-22057,44,Rajshahi,"House #4, Lane #7, Motihar, Rajshahi",6500,120,6620,017-538-22057,High,7,7,1,,,,,,
2340,Ahmed Abdullah,Male,Khaadi,019-771-41203,33,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",5990,70,6060,019-771-41203,Low,1,2,0,,,,,,
2341,Tamanna Nur,Female,Amir Adnan,016-214-90887,50,Mymensingh,"House #18, Road #9, Muktagacha, Mymensingh",9550,120,9670,016-214-90887,Low,13,10,0,,,,,,
2342,Nafisa Islam,Female,Amir Adnan,019-475-30839,50,Gazipur,"Apartment #13, Block #J, Tongi, Gazipur",9550,120,9670,019-475-30839,High,2,10,1,,,,,,
2343,Tamanna Biswas,Female,Baroque,013-188-60018,34,Bogura,"Plot #7, Sherpur, Bogura",7560,120,7680,013-188-60018,High,17,5,1,,,,,,
2344,Sabina Sabrin,Female,Maria B.,015-614-94808,39,Faridpur,"Plot #5, Charbhadrasan, Faridpur",7500,120,7620,015-614-94808,Low,19,8,0,,,,,,
2345,Nusrat Noor,Female,Sapphire,017-273-47051,25,Gazipur,"Apartment #13, Block #J, Tongi, Gazipur",7180,120,7300,017-273-47051,Low,2,3,0,,,,,,
2346,Nusrat Sobhan,Female,Mushq,013-846-30007,30,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",6890,70,6960,013-846-30007,Low,1,4,0,,,,,,
2347,Aminul Islam,Male,Celina,015-696-95003,26,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",5599,70,5669,015-696-95003,Low,1,1,0,,,,,,
2348,Sabina Sobhan,Female,Faraz Manan,019-233-64069,30,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",9000,70,9070,019-233-64069,Low,1,9,0,,,,,,
2349,Nusrat Sobhan,Female,Amir Adnan,019-434-75402,47,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",9550,70,9620,019-434-75402,High,1,10,1,,,,,,
2350,Tamanna Akhtar,Female,Maria B.,019-374-14041,22,Faridpur,"House #10, Lane #7, Faridpur Sadar, Faridpur",7500,120,7620,019-374-14041,High,19,8,1,,,,,,
2351,Tashpia Ahmed,Female,Celina,016-313-95053,39,Narsingdi,"Apartment #12, Block #O, Belabo, Narsingdi",5599,120,5719,016-313-95053,Low,15,1,0,,,,,,
2352,Rafid Barua,Male,Sapphire,015-227-46709,26,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",7180,120,7300,015-227-46709,Low,3,3,0,,,,,,
2353,Jannatul Ahmed,Female,Maria B.,019-994-35106,30,Tangail,"Apartment #5, Block #K, Bhuapur, Tangail",7500,120,7620,019-994-35106,Low,12,8,0,,,,,,
2354,Himeka Khan,Female,Maria B.,019-140-53083,35,Rajshahi,"House #4, Lane #7, Motihar, Rajshahi",7500,120,7620,019-140-53083,Low,7,8,0,,,,,,
2355,Arabi Ali,Female,Mushq,015-577-23304,30,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",6890,70,6960,015-577-23304,Low,1,4,0,,,,,,
2356,Maria Nur,Female,Ethnic,019-402-13806,37,Tangail,"House #16, Road #11, Gopalpur, Tangail",6500,120,6620,019-402-13806,Low,12,7,0,,,,,,
2357,Faiza Sultana,Female,Faraz Manan,019-790-15700,27,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",9000,70,9070,019-790-15700,Low,1,9,0,,,,,,
2358,Saima Rowshan,Female,Faraz Manan,015-870-50096,44,Faridpur,"Plot #5, Charbhadrasan, Faridpur",9000,120,9120,015-870-50096,High,19,9,1,,,,,,
2359,Ayesha Chowdhury,Female,Ethnic,019-264-63011,31,Jamalpur,"Apartment #7, Block #T, Melandaha, Jamalpur",6500,120,6620,019-264-63011,High,20,7,1,,,,,,
2360,Farinaj Sobhan,Female,Ethnic,017-210-37201,49,Mymensingh,"Apartment #9, Block #L, Bhaluka, Mymensingh",6500,120,6620,017-210-37201,Low,13,7,0,,,,,,
2361,Raisa Sabrin,Female,Sana Safinaz,019-110-39006,22,Narayanganj,"House #5, Lane #4, Fatullah, Narayanganj",10590,120,10710,019-110-39006,Low,11,6,0,,,,,,
