Order ID,Customer Name,Gender,Product Details (Brand),Age,City,Address,Product Price (Taka),Delivery Charge(Taka),Total Bill (Taka),Phone Number,Customer Value
2991,Nazia Hossain,Female,Amir Adnan,47,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",9550,120,9670,017-488-40875,Low
2992,Tahmina Nawar,Female,Mushq,47,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",6890,70,6960,015-711-34826,High
2993,Tamanna Sabah,Female,Maria B.,30,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",7500,70,7570,017-172-96790,Low
2994,Nusrat Akhtar,Female,Sapphire,43,Jamalpur,"Plot #8, Islampur, Jamalpur",7180,120,7300,015-139-51006,Low
2995,Maria Nawar,Female,Sapphire,32,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",7180,70,7250,019-4969-3291,Low
2996,Jannatul Sabrin,Female,Amir Adnan,22,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",9550,70,9620,015-279-94859,Low
2997,Lamia Ahmed,Female,Khaadi,25,Jessore,"House #15, Road #3, Bagherpara, Jessore",5990,120,6110,019-481-97975,High
2998,Lamisa Sultana,Female,Celina,29,Khulna,"House #1, Lane #5, Sonadanga, Khulna",5599,120,5719,018-605-78373,Low
2999,Karim Sakib,Male,Maria B.,41,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",7500,70,7570,016-397-28070,Low
3000,Sabina Tasneem,Female,Ethnic,25,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",6500,70,6570,015-444-49042,Low
3001,Ilma Ahmed,Female,Khaadi,34,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",5990,120,6110,017-144-38043,Low
3002,Sumaiya Karim,Female,Mushq,32,Narsingdi,"House #5, Lane #9, Narsingdi Sadar, Narsingdi",6890,120,7010,015-969-61003,Low
3003,Sharmin Das,Female,Ethnic,27,Tangail,"House #16, Road #11, Gopalpur, Tangail",6500,120,6620,015-827-35906,Low
3004,Lamia Tabassum,Female,Ethnic,25,Mymensingh,"House #10, Lane #6, Mymensingh Sadar, Mymensingh",6500,120,6620,015-683-73270,Low
3005,Nowshin Mahi,Female,Baroque,47,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",7560,120,7680,018-138-73408,Low
3006,Sabina Tasneem,Female,Celina,46,Faridpur,"Flat #2, Building #13, Nagarkanda, Faridpur",5599,120,5719,013-339-90069,Low
3007,Nusrat Sabrin,Female,Amir Adnan,33,Dinajpur,"House #2, Lane #8, Dinajpur Sadar, Dinajpur",9550,120,9670,016-669-28501,Low
3008,Tashfia Das,Female,Khaadi,45,Barisal,"Flat #5, Building #4, Muladi, Barisal",5990,120,6110,016-567-26880,High
3009,Rohhan Zaman,Male,Celina,30,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",5599,70,5669,017-584-50821,Low
3010,Ayesha Tabassum,Female,Maria B.,42,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",7500,120,7620,019-661-30806,Low
3011,Maria Ahmed,Female,Maria B.,32,Gazipur,"Flat #11, Building #16, Kaliakair, Gazipur",7500,120,7620,018-601-23890,Low
3012,Tamanna Akhtar,Female,Celina,25,Kushtia,"Apartment #10, Block #P, Mirpur, Kushtia",5599,120,5719,018-600-16850,Low
3013,Raisa Islam,Female,Faraz Manan,50,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",9000,120,9120,018-597-56856,Low
3014,Tahmina Haque,Female,Sana Safinaz,47,Sylhet,"House #2, Lane #8, Amberkhana, Sylhet",10590,120,10710,018-663-11824,High
3015,Wamia Ali,Female,Celina,49,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",5599,70,5669,018-371-10425,High
3016,Sujana Hossain,Female,Mushq,23,Sylhet,"House #18, Road #3, Kajalshah, Sylhet",6890,120,7010,013-479-14026,Low
3017,Raisa Khan,Female,Khaadi,48,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",5990,120,6110,019-720-50029,Low
3018,Sumaiya Sabrin,Female,Maria B.,43,Gazipur,"House #8, Lane #10, Joydebpur, Gazipur",7500,120,7620,017-918-66072,Low
3019,Sumaiya Tabassum,Female,Maria B.,38,Dinajpur,"Flat #3, Building #14, Chirirbandar, Dinajpur",7500,120,7620,019-164-27009,Low
3020,Fabliha Rowshan,Female,Ethnic,48,Bogura,"Plot #7, Sherpur, Bogura",6500,120,6620,018-657-65037,Low
3021,Sumaiya Das,Female,Baroque,42,Sylhet,"House #2, Lane #8, Amberkhana, Sylhet",7560,120,7680,017-259-27340,Low
3022,Sharmin Noor,Female,Baroque,43,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",7560,70,7630,018-801-83936,Low
3023,Nazia Karim,Female,Khaadi,42,Narayanganj,"Flat #7, Building #12, Sonargaon, Narayanganj",5990,120,6110,018-110-59970,Low
3024,Wamia Hossain,Female,Sapphire,24,Dinajpur,"Plot #9, Phulbari, Dinajpur",7180,120,7300,017-382-58904,Low
3025,Samin Ibnat,Male,Celina,31,Rangpur,"Plot #8, Bogra Road, Rangpur",5599,120,5719,018-570-46802,Low
3026,Urmi Akhtar,Female,Amir Adnan,34,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",9550,70,9620,013-142-91407,Low
3027,Fabliha Tahsin,Female,Khaadi,23,Barisal,"Flat #5, Building #4, Muladi, Barisal",5990,120,6110,017-435-67407,High
3028,Anisha Islam,Female,Faraz Manan,47,Dinajpur,"Apartment #5, Block #R, Birganj, Dinajpur",9000,120,9120,015-166-31975,Low
3029,Wamia Khan,Female,Amir Adnan,45,Barisal,"House #10, Lane #3, Natullabad, Barisal",9550,120,9670,016-859-17405,High
3030,Imran Amin,Male,Mushq,29,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",6890,70,6960,019-876-51041,High
3031,Ayesha Rowshan,Female,Ethnic,26,Comilla,"Plot #12, Brahmanpara, Comilla",6500,120,6620,015-277-55207,Low
3032,Tashfia Jahan,Female,Amir Adnan,38,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",9550,70,9620,019-835-87508,Low
3033,Wamia Sabrin,Female,Sapphire,23,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",7180,120,7300,013-578-23028,High
3034,Maria Khan,Female,Maria B.,25,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",7500,120,7620,017-441-25604,Low
3035,Rabeya Sabrin,Female,Mushq,48,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",6890,120,7010,016-876-99708,Low
3036,Arabi Biswas,Female,Mushq,31,Rangpur,"House #16, Road #10, Kaunia, Rangpur",6890,120,7010,016-701-10201,Low
3037,Tahmina Akhtar,Female,Khaadi,26,Cox's Bazar,"Flat #11, Building #15, Teknaf, Coxs Bazar",5990,120,6110,016-512-98015,Low
3038,Rabeya Sultana,Female,Sapphire,24,Tangail,"Flat #3, Building #14, Kalihati, Tangail",7180,120,7300,018-104-76009,Low
3039,Rabeya Nur,Female,Ethnic,46,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",6500,70,6570,013-363-45601,Low
3040,Faiza Biswas,Female,Baroque,49,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",7560,70,7630,013-783-15207,Low
3041,Lamia Rahman,Female,Khaadi,49,Faridpur,"Plot #5, Charbhadrasan, Faridpur",5990,120,6110,015-272-76404,Low
3042,Nazia Khan,Female,Sapphire,42,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",7180,70,7250,013-552-10019,Low
3043,Miniba Rowshan,Female,Sana Safinaz,22,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",10590,70,10660,019-665-48019,Low
3044,Sharmin Tasneem,Female,Ethnic,45,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",6500,70,6570,016-287-82309,High
3045,Saima Sultana,Female,Sapphire,29,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",7180,70,7250,017-709-33092,Low
3046,Ayesha Ahmed,Female,Maria B.,34,Dinajpur,"House #2, Lane #8, Dinajpur Sadar, Dinajpur",7500,120,7620,017-289-70091,Low
3047,Himeka Tasnim,Female,Mushq,45,Comilla,"Apartment #11, Block #H, Chandina, Comilla",6890,120,7010,019-579-11409,Low
3048,Himeka Biswas,Female,Baroque,34,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",7560,70,7630,017-139-38040,Low
3049,Farib Miah,Male,Faraz Manan,37,Barisal,"House #10, Lane #3, Natullabad, Barisal",9000,120,9120,013-987-68006,Low
3050,Farhana Nawar,Female,Sana Safinaz,47,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",10590,70,10660,017-814-82503,High
3051,Fazle Kabir,Male,Baroque,39,Kushtia,"Flat #2, Building #9, Daulatpur, Kushtia",7560,120,7680,015-335-90605,High
3052,Nusrat Ahmed,Female,Celina,32,Narsingdi,"Plot #13, Monohardi, Narsingdi",5599,120,5719,013-447-62707,Low
3053,Maria Tasneem,Female,Amir Adnan,38,Tangail,"House #2, Lane #8, Santosh, Tangail",9550,120,9670,019-192-43980,Low
3054,Mashir Rahman,Male,Maria B.,38,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",7500,70,7570,018-516-71506,High
3055,Farhana Khan,Female,Mushq,27,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",6890,70,6960,015-679-74508,Low
3056,Abrar Uddin,Male,Maria B.,30,Rajshahi,"House #17, Road #12, Boalia, Rajshahi",7500,120,7620,016-742-35084,Low
3057,Aminul Islam,Male,Celina,37,Tangail,"Flat #3, Building #14, Kalihati, Tangail",5599,120,5719,018-738-69002,Low
3058,Rabeya Haque,Female,Mushq,43,Narayanganj,"Plot #9, Rupganj, Narayanganj",6890,120,7010,015-351-10150,Low
3059,Rabeya Nur,Female,Maria B.,48,Dinajpur,"Apartment #5, Block #R, Birganj, Dinajpur",7500,120,7620,018-875-32600,Low
3060,Farhana Mahi,Female,Maria B.,37,Dinajpur,"Plot #9, Phulbari, Dinajpur",7500,120,7620,018-165-29600,Low
3061,Fabliha Rahman,Female,Celina,26,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",5599,70,5669,019-454-70403,Low
3062,Farinaj Tabassum,Female,Sapphire,32,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",7180,70,7250,018-876-82907,Low
3063,Sumaiya Nur,Female,Mushq,22,Barisal,"Flat #5, Building #4, Muladi, Barisal",6890,120,7010,013-781-81409,Low
3064,Ilma Karim,Female,Faraz Manan,50,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",9000,120,9120,016-647-20106,Low
3065,Raisa Mahi,Female,Celina,37,Barisal,"Flat #5, Building #4, Muladi, Barisal",5599,120,5719,013-580-10669,High
3066,Saima Chowdhury,Female,Ethnic,33,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",6500,70,6570,018-515-62260,Low
3067,Tahmina Ferdous,Female,Celina,48,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",5599,70,5669,019-643-68206,Low
3068,Faiza Akhtar,Female,Baroque,42,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",7560,120,7680,019-757-49110,Low
3069,Saima Sobhan,Female,Khaadi,44,Jessore,"House #15, Road #3, Bagherpara, Jessore",5990,120,6110,019-442-31509,Low
3070,Farhana Tasneem,Female,Baroque,29,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",7560,70,7630,019-873-99704,Low
3071,Miniba Sabrin,Female,Celina,39,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",5599,70,5669,016-220-81902,Low
3072,Labony Haque,Female,Celina,49,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",5599,70,5669,013-587-85508,Low
3073,Labony Biswas,Female,Baroque,44,Faridpur,"House #10, Lane #7, Faridpur Sadar, Faridpur",7560,120,7680,017-799-71570,Low
3074,Mahir Morshed,Male,Amir Adnan,38,Dinajpur,"House #16, Road #6, Khansama, Dinajpur",9550,120,9670,016-267-77070,Low
3075,Wamia Biswas,Female,Sana Safinaz,40,Dinajpur,"Flat #3, Building #14, Chirirbandar, Dinajpur",10590,120,10710,013-857-86021,High
3076,Lamia Ahmed,Female,Baroque,23,Rangpur,"House #16, Road #10, Kaunia, Rangpur",7560,120,7680,019-436-78360,High
3077,Rabeya Tabassum,Female,Ethnic,31,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",6500,120,6620,016-305-44002,Low
3078,Tashpia Noor,Female,Celina,41,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",5599,70,5669,017-187-88200,Low
3079,Miniba Akhtar,Female,Maria B.,29,Rajshahi,"Flat #6, Building #10, Shiroil, Rajshahi",7500,120,7620,016-203-29204,Low
3080,Saima Nur,Female,Sapphire,34,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",7180,70,7250,018-126-42006,Low
3081,Sharmin Hossain,Female,Amir Adnan,48,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",9550,120,9670,018-736-73706,Low
3082,Lamia Noor,Female,Ethnic,45,Narsingdi,"Apartment #12, Block #O, Belabo, Narsingdi",6500,120,6620,013-703-17809,High
3083,Abrar Ahmed,Male,Mushq,24,Narsingdi,"Apartment #12, Block #O, Belabo, Narsingdi",6890,120,7010,019-836-81072,Low
3084,Sharmin Das,Female,Sapphire,34,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",7180,70,7250,018-920-75024,Low
3085,Irina Khan,Female,Sana Safinaz,30,Dinajpur,"Plot #9, Phulbari, Dinajpur",10590,120,10710,015-947-45040,Low
3086,Tashpia Ali,Female,Baroque,31,Barisal,"Plot #14, Dapdapia, Bakerganj, Barisal",7560,120,7680,015-555-84076,High
3087,Sumaiya Sultana,Female,Maria B.,29,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",7500,120,7620,015-708-85600,Low
3088,Mahbuba Karim,Female,Celina,37,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",5599,70,5669,016-981-85017,Low
3089,Raisa Tasneem,Female,Faraz Manan,41,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",9000,70,9070,019-424-82036,Low
3090,Raisa Khan,Female,Baroque,29,Mymensingh,"House #18, Road #9, Muktagacha, Mymensingh",7560,120,7680,019-780-94300,High
3091,Mahbuba Hossain,Female,Ethnic,23,Gazipur,"Apartment #13, Block #J, Tongi, Gazipur",6500,120,6620,017-111-83092,Low
3092,Miniba Sabah,Female,Sapphire,31,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",7180,70,7250,019-415-59404,Low
3093,Tashpia Tasneem,Female,Celina,48,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",5599,70,5669,013-153-49083,Low
3094,Sumaiya Tasnim,Female,Mushq,34,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",6890,120,7010,016-180-24303,Low
3095,Fabliha Islam,Female,Sapphire,41,Barisal,"Flat #5, Building #4, Muladi, Barisal",7180,120,7300,018-446-45907,Low
3096,Farinaj Khan,Female,Sana Safinaz,28,Dinajpur,"Plot #9, Phulbari, Dinajpur",10590,120,10710,013-302-52014,Low
3097,Abonty Sultana,Female,Maria B.,25,Jamalpur,"Flat #1, Building #10, Sarishabari, Jamalpur",7500,120,7620,018-710-63009,High
3098,Farhan Nain,Male,Amir Adnan,50,Narsingdi,"Plot #13, Monohardi, Narsingdi",9550,120,9670,019-332-62035,Low
3099,Tamanna Tasneem,Female,Mushq,44,Cox's Bazar,"Flat #11, Building #15, Teknaf, Coxs Bazar",6890,120,7010,015-103-39110,High
3100,Nusrat Islam,Female,Maria B.,50,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",7500,70,7570,019-342-17601,Low
3101,Simanto Morshed,Male,Sana Safinaz,41,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",10590,70,10660,013-458-66304,Low
3102,Fazle Karim,Male,Sana Safinaz,24,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",10590,120,10710,017-306-86508,High
3103,Ayesha Jahan,Female,Maria B.,46,Barisal,"Flat #5, Building #4, Muladi, Barisal",7500,120,7620,017-134-31509,High
3104,Nafisa Islam,Female,Baroque,45,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",7560,120,7680,013-946-38602,Low
3105,Wamia Akhtar,Female,Baroque,33,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",7560,70,7630,015-874-11000,Low
3106,Wamia Islam,Female,Faraz Manan,32,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",9000,70,9070,018-316-39909,Low
3107,Mahbuba Tahsin,Female,Amir Adnan,25,Bogura,"House #18, Road #4, Sonatala, Bogura",9550,120,9670,013-704-35027,High
3108,Rabeya Ahmed,Female,Mushq,23,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",6890,70,6960,019-433-25140,High
3109,Ayesha Ferdous,Female,Maria B.,42,Faridpur,"Flat #2, Building #13, Nagarkanda, Faridpur",7500,120,7620,013-591-58041,Low
3110,Farhana Tasnim,Female,Baroque,33,Dinajpur,"Apartment #5, Block #R, Birganj, Dinajpur",7560,120,7680,016-132-30400,Low
3111,Abrar Shah,Male,Ethnic,23,Narayanganj,"Flat #7, Building #12, Sonargaon, Narayanganj",6500,120,6620,019-583-81500,Low
3112,Nusrat Sultana,Female,Celina,34,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",5599,120,5719,015-780-87702,Low
3113,Samin Barua,Male,Sana Safinaz,50,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",10590,70,10660,013-172-56100,Low
3114,Farhana Ahmed,Female,Baroque,37,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",7560,70,7630,017-812-57021,High
3115,Urmi Tasnim,Female,Baroque,33,Mymensingh,"House #10, Lane #6, Mymensingh Sadar, Mymensingh",7560,120,7680,016-389-15041,Low
3116,Raisa Haque,Female,Mushq,44,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",6890,70,6960,017-306-33009,Low
3117,Urmi Das,Female,Sana Safinaz,46,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",10590,120,10710,013-117-49709,Low
3118,Lamia Sabah,Female,Sapphire,37,Jamalpur,"House #15, Road #5, Dewanganj, Jamalpur",7180,120,7300,017-222-86608,High
3119,Rabeya Sultana,Female,Mushq,36,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",6890,70,6960,013-900-80302,Low
3120,Mahbuba Nur,Female,Amir Adnan,28,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",9550,70,9620,015-368-32038,Low
3121,Maria Rowshan,Female,Baroque,30,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",7560,70,7630,013-570-24085,High
3122,Rabeya Fairooz,Female,Mushq,44,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",6890,120,7010,017-866-75094,Low
3123,Anisha Sabrin,Female,Khaadi,42,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",5990,70,6060,015-592-16507,Low
3124,Farhana Tasneem,Female,Faraz Manan,30,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",9000,120,9120,015-770-19803,Low
3125,Anisha Ferdous,Female,Maria B.,42,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",7500,120,7620,016-820-42047,High
3126,Saima Hossain,Female,Faraz Manan,27,Narsingdi,"Flat #8, Building #16, Raipura, Narsingdi",9000,120,9120,017-367-61999,Low
3127,Raisa Mahi,Female,Baroque,26,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",7560,70,7630,018-670-61408,High
3128,Nowshin Ferdous,Female,Khaadi,40,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",5990,70,6060,018-953-78097,Low
3129,Nazia Haque,Female,Amir Adnan,44,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",9550,120,9670,018-300-42105,Low
3130,Farinaj Karim,Female,Amir Adnan,32,Faridpur,"House #19, Road #3, Sadarpur, Faridpur",9550,120,9670,015-418-32201,High
3131,Rahim Khan,Male,Baroque,45,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",7560,120,7680,019-613-59604,High
3132,Sabina Rahman,Female,Celina,25,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",5599,70,5669,017-233-87809,Low
3133,Alishba Khan,Female,Celina,34,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",5599,70,5669,018-412-87003,Low
3134,Irina Sultana,Female,Sapphire,27,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",7180,120,7300,016-736-13510,Low
3135,Labiba Jahan,Female,Baroque,41,Rangpur,"Flat #1, Building #13, Rangpur Sadar, Rangpur",7560,120,7680,019-858-63309,Low
3136,Sabina Chowdhury,Female,Celina,47,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",5599,70,5669,017-795-74504,Low
3137,Tamanna Mahi,Female,Ethnic,46,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",6500,70,6570,018-268-19730,Low
3138,Nowshin Mahi,Female,Faraz Manan,46,Coxs Bazar,"Flat #11, Building #15, Teknaf, Coxs Bazar",9000,120,9120,016-531-59049,Low
3139,Irina Jahan,Female,Maria B.,28,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",7500,120,7620,019-850-30656,High
3140,Irina Ali,Female,Sapphire,33,Jessore,"Plot #8, Manirampur, Jessore",7180,120,7300,013-831-50201,Low
3141,Sabina Akhtar,Female,Khaadi,27,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",5990,120,6110,015-231-48106,Low
3142,Nafis Ahmed,Male,Mushq,25,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",6890,70,6960,015-512-25093,Low
3143,Farhana Rowshan,Female,Celina,29,Rajshahi,"House #17, Road #12, Boalia, Rajshahi",5599,120,5719,016-649-99062,Low
3144,Arabi Nawar,Female,Ethnic,33,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",6500,70,6570,019-689-66067,Low
3145,Sabina Haque,Female,Mushq,38,Coxs Bazar,"Apartment #8, Block #M, Chakaria, Coxs Bazar",6890,120,7010,018-635-31008,Low
3146,Labiba Das,Female,Mushq,33,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",6890,120,7010,018-644-82806,Low
3147,Samin Miah,Male,Maria B.,29,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",7500,120,7620,019-782-35306,Low
3148,Sujana Tahsin,Female,Celina,43,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",5599,70,5669,018-633-61017,Low
3149,Jannatul Rahman,Female,Sapphire,27,Mymensingh,"House #10, Lane #6, Mymensingh Sadar, Mymensingh",7180,120,7300,015-691-63404,Low
3150,Sabina Islam,Female,Sapphire,23,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",7180,70,7250,015-981-99955,Low
3151,Ilma Karim,Female,Baroque,35,Kushtia,"Flat #2, Building #9, Daulatpur, Kushtia",7560,120,7680,018-259-51108,Low
3152,Farhana Khan,Female,Amir Adnan,24,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",9550,70,9620,017-973-83065,Low
3153,Nafisa Sultana,Female,Baroque,48,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",7560,70,7630,019-891-48601,High
3154,Arabi Rowshan,Female,Amir Adnan,31,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",9550,120,9670,019-463-41707,Low
3155,Labony Fairooz,Female,Ethnic,30,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",6500,70,6570,015-948-59509,High
3156,Fabliha Islam,Female,Baroque,22,Comilla,"Apartment #11, Block #H, Chandina, Comilla",7560,120,7680,015-986-80110,Low
3157,Tahmina Rahman,Female,Sapphire,35,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",7180,70,7250,019-860-96706,Low
3158,Fabliha Ahmed,Female,Baroque,31,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",7560,70,7630,016-316-42605,Low
3159,Saima Mahi,Female,Sana Safinaz,33,Faridpur,"Apartment #9, Block #S, Boalmari, Faridpur",10590,120,10710,019-552-42207,Low
3160,Maria Rahman,Female,Mushq,29,Tangail,"Apartment #5, Block #K, Bhuapur, Tangail",6890,120,7010,013-255-70519,High
3161,Fazle Karim,Male,Ethnic,49,Kushtia,"House #14, Road #8, Bheramara, Kushtia",6500,120,6620,016-707-26066,Low
3162,Tamanna Chowdhury,Female,Ethnic,22,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",6500,120,6620,016-433-28092,Low
3163,Sumaiya Sultana,Female,Sana Safinaz,38,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",10590,70,10660,018-578-94098,Low
3164,Maria Ali,Female,Mushq,41,Tangail,"House #16, Road #11, Gopalpur, Tangail",6890,120,7010,019-823-58504,High
3165,Saima Nawar,Female,Amir Adnan,25,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",9550,70,9620,017-538-22057,Low
3166,Sumaiya Khan,Female,Baroque,50,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",7560,120,7680,019-771-41203,High
3167,Raisa Ali,Female,Baroque,50,Narayanganj,"House #5, Lane #4, Fatullah, Narayanganj",7560,120,7680,016-214-90887,Low
3168,Sabina Jahan,Female,Ethnic,31,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",6500,70,6570,019-475-30839,Low
3169,Ilma Khan,Female,Ethnic,25,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",6500,120,6620,013-188-60018,Low
3170,Tahmina Das,Female,Sana Safinaz,45,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",10590,120,10710,015-614-94808,Low
3171,Faiza Sobhan,Female,Faraz Manan,30,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",9000,70,9070,017-273-47051,High
3172,Raisa Sobhan,Female,Sana Safinaz,26,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",10590,120,10710,013-846-30007,High
3173,Raisa Tasnim,Female,Ethnic,25,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",6500,70,6570,015-696-95003,High
3174,Sumaiya Akhtar,Female,Faraz Manan,31,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",9000,70,9070,019-233-64069,Low
3175,Raisa Karim,Female,Amir Adnan,30,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",9550,120,9670,019-434-75402,High
3176,Lamisa Tasneem,Female,Ethnic,33,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",6500,70,6570,019-374-14041,High
3177,Anisha Sabah,Female,Mushq,37,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",6890,70,6960,016-313-95053,Low
3178,Anisha Tasneem,Female,Faraz Manan,36,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",9000,120,9120,015-227-46709,Low
3179,Sujana Noor,Female,Amir Adnan,43,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",9550,70,9620,019-994-35106,High
3180,Maria Noor,Female,Mushq,32,Rangpur,"Flat #1, Building #13, Rangpur Sadar, Rangpur",6890,120,7010,019-140-53083,High
3181,Jannatul Sobhan,Female,Faraz Manan,33,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",9000,70,9070,015-577-23304,Low
3182,Tahmina Sabrin,Female,Sapphire,25,Tangail,"House #2, Lane #8, Santosh, Tangail",7180,120,7300,019-402-13806,High
3183,Nusrat Akhtar,Female,Mushq,47,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",6890,70,6960,019-790-15700,Low
3184,Labony Ahmed,Female,Mushq,40,Jessore,"House #4, Lane #12, Jessore Sadar, Jessore",6890,120,7010,015-870-50096,Low
